"","hgnc_symbol","dataset"
"546","MKX","satterstrom2018asdgenes.csv"
"547","GABRB3","satterstrom2018asdgenes.csv"
"548","SIN3A","satterstrom2018asdgenes.csv"
"549","MBD5","satterstrom2018asdgenes.csv"
"550","MAP1A","satterstrom2018asdgenes.csv"
"551","STXBP1","satterstrom2018asdgenes.csv"
"552","CELF4","satterstrom2018asdgenes.csv"
"553","PHF12","satterstrom2018asdgenes.csv"
"554","TBR1","satterstrom2018asdgenes.csv"
"555","PPP2R5D","satterstrom2018asdgenes.csv"
"556","TM9SF4","satterstrom2018asdgenes.csv"
"557","PHF21A","satterstrom2018asdgenes.csv"
"558","PRR12","satterstrom2018asdgenes.csv"
"559","SKI","satterstrom2018asdgenes.csv"
"560","ASXL3","satterstrom2018asdgenes.csv"
"561","SPAST","satterstrom2018asdgenes.csv"
"562","SMARCC2","satterstrom2018asdgenes.csv"
"563","TRIP12","satterstrom2018asdgenes.csv"
"564","CREBBP","satterstrom2018asdgenes.csv"
"565","TCF4","satterstrom2018asdgenes.csv"
"566","CACNA1E","satterstrom2018asdgenes.csv"
"567","GNAI1","satterstrom2018asdgenes.csv"
"568","TCF20","satterstrom2018asdgenes.csv"
"569","FOXP2","satterstrom2018asdgenes.csv"
"570","NSD1","satterstrom2018asdgenes.csv"
"571","TCF7L2","satterstrom2018asdgenes.csv"
"572","LDB1","satterstrom2018asdgenes.csv"
"573","PHF2","satterstrom2018asdgenes.csv"
"574","KIAA0232","satterstrom2018asdgenes.csv"
"575","VEZF1","satterstrom2018asdgenes.csv"
"576","GFAP","satterstrom2018asdgenes.csv"
"577","IRF2BPL","satterstrom2018asdgenes.csv"
"578","ZMYND8","satterstrom2018asdgenes.csv"
"579","SATB1","satterstrom2018asdgenes.csv"
"580","RFX3","satterstrom2018asdgenes.csv"
"581","SCN1A","satterstrom2018asdgenes.csv"
"582","PPP5C","satterstrom2018asdgenes.csv"
"583","TRIM23","satterstrom2018asdgenes.csv"
"584","TRAF7","satterstrom2018asdgenes.csv"
"585","ELAVL3","satterstrom2018asdgenes.csv"
"586","GRIA2","satterstrom2018asdgenes.csv"
"587","LRRC4C","satterstrom2018asdgenes.csv"
"588","CACNA2D3","satterstrom2018asdgenes.csv"
"589","NUP155","satterstrom2018asdgenes.csv"
"590","KMT2E","satterstrom2018asdgenes.csv"
"591","NR3C2","satterstrom2018asdgenes.csv"
"592","NACC1","satterstrom2018asdgenes.csv"
"593","PTK7","satterstrom2018asdgenes.csv"
"594","PPP1R9B","satterstrom2018asdgenes.csv"
"595","GABRB2","satterstrom2018asdgenes.csv"
"596","HDLBP","satterstrom2018asdgenes.csv"
"597","TAOK1","satterstrom2018asdgenes.csv"
"598","UBR1","satterstrom2018asdgenes.csv"
"599","TEK","satterstrom2018asdgenes.csv"
"600","KCNMA1","satterstrom2018asdgenes.csv"
"601","CORO1A","satterstrom2018asdgenes.csv"
"602","HECTD4","satterstrom2018asdgenes.csv"
"603","NCOA1","satterstrom2018asdgenes.csv"
"604","DIP2A","satterstrom2018asdgenes.csv"
