"","list_name","successInSample_count","sample_count","notSample_count","success_count","population_count","pvalue","analysis","FDR"
"2","colon",1,30,19442,614,19472,0.617848207559812,"global",0.617848207559812
"1","colon",1,4,2179,614,2183,0.733431323963598,"conditional",0.733431323963598
