"","list_name","successInSample_count","sample_count","notSample_count","success_count","population_count","pvalue","analysis","FDR"
"2","bilary",1,30,19442,167,19472,0.227864823142284,"global",0.227864823142284
"1","bilary",1,8,2129,167,2137,0.479033168763568,"conditional",0.479033168763568
