"","list_name","successInSample_count","sample_count","notSample_count","success_count","population_count","pvalue","analysis","FDR"
"2","pancreas",1,30,19439,278,19469,0.350651111621104,"global",0.350651111621104
"1","pancreas",1,5,2127,278,2132,0.503056813938651,"conditional",0.503056813938651
