"","list_name","successInSample_count","sample_count","notSample_count","success_count","population_count","pvalue","analysis","FDR"
"1","bilary",0,8,2149,637,2157,1,"conditional",1
"2","bilary",0,30,19441,637,19471,1,"global",1
