"","list_name","successInSample_count","sample_count","notSample_count","success_count","population_count","pvalue","analysis","FDR"
"2","colon",1,30,19442,182,19472,0.245675225538295,"global",0.245675225538295
"1","colon",1,4,2179,182,2183,0.29422751814821,"conditional",0.29422751814821
