"","list_name","successInSample_count","sample_count","notSample_count","success_count","population_count","pvalue","analysis","FDR"
"2","bilary",1,30,19439,278,19469,0.350651111621104,"global",0.350651111621104
"1","bilary",1,8,2124,278,2132,0.673620532838737,"conditional",0.673620532838737
