"","list_name","successInSample_count","sample_count","notSample_count","success_count","population_count","pvalue","analysis","FDR"
"2","pancreas",2,30,19442,614,19472,0.243997444548062,"global",0.243997444548062
"1","pancreas",2,5,2178,614,2183,0.432975762538447,"conditional",0.432975762538447
