"","list_name","successInSample_count","sample_count","notSample_count","success_count","population_count","pvalue","analysis","FDR"
"2","colon",1,30,19442,670,19472,0.650490857429198,"global",0.650490857429198
"1","colon",1,4,2133,670,2137,0.778208590656836,"conditional",0.778208590656836
