"","list_name","successInSample_count","sample_count","notSample_count","success_count","population_count","pvalue","analysis","FDR"
"2","bilary",1,30,19441,888,19471,0.753757516925567,"global",0.753757516925567
"1","bilary",1,8,2149,888,2157,0.985778858458525,"conditional",0.985778858458525
