"","list_name","successInSample_count","sample_count","notSample_count","success_count","population_count","pvalue","analysis","FDR"
"1","pancreas",0,5,2014,181,2019,1,"conditional",1
"2","pancreas",0,30,19435,181,19465,1,"global",1
