Gene name,Mutated samples,Samples tested
EGFR,27196,102956
KRAS_ENST00000311936,7055,44702
EGFR_ENST00000454757,6480,102956
EGFR_ENST00000638463,6465,102956
EGFR_ENST00000455089,6461,102956
KRAS_ENST00000557334,6357,44702
KRAS,6355,44702
KRAS_ENST00000556131,6225,44702
TP53,5557,13014
TP53_ENST00000622645,4524,13014
TP53_ENST00000610538,4524,13014
TP53_ENST00000620739,4524,13014
TP53_ENST00000445888,4524,13014
TP53_ENST00000420246,4524,13014
TP53_ENST00000610292,4524,13014
TP53_ENST00000619485,4524,13014
TP53_ENST00000617185,4524,13014
TP53_ENST00000455263,4524,13014
TP53_ENST00000359597,4521,13014
TP53_ENST00000413465,4521,13014
TP53_ENST00000615910,4521,13014
TP53_ENST00000610623,4166,13014
TP53_ENST00000619186,4166,13014
TP53_ENST00000504290,4166,13014
TP53_ENST00000510385,4166,13014
TP53_ENST00000618944,4166,13014
TP53_ENST00000504937,4166,13014
TTN_ENST00000342992,1434,2776
TTN_ENST00000460472,1434,2776
TTN,1434,2776
TTN_ENST00000591111,1434,2776
TTN_ENST00000359218,1433,2776
TTN_ENST00000342175,1433,2776
TTN_ENST00000615779,1433,2776
PCDHGA1,1030,2731
MUC16,1022,2771
CSMD3,1019,2822
CSMD3_ENST00000455883,1015,2822
CSMD3_ENST00000343508,1005,2822
PCDHA1_ENST00000394633,992,2744
PCDHA1,992,2744
PCDHGA2,989,2731
PCDHA2,934,2743
LRP1B,930,3041
PCDHGA3,927,2731
USH2A,898,2747
RYR2,886,2639
PCDHA3,885,2743
RYR2_ENST00000360064,882,2639
PCDHGB1,873,2655
PIK3CA,863,17319
PCDHGA4,848,2728
PCDHA4,837,2743
PCDHA4_ENST00000512229,835,2743
PCDHGB2,811,2653
PCDHA5,778,2743
PCDHA5_ENST00000529619,776,2743
PCDHGA5,763,2728
ZFHX4,728,2631
ZFHX4_ENST00000518282,724,2631
PCDHGB3,722,2650
PCDHA6,720,2738
PCDHA6_ENST00000527624,718,2738
BRAF,715,29943
MET,707,24872
STK11,700,8942
PCDHGA6,686,2648
KEAP1,668,5429
TTN_ENST00000360870,652,2776
KEAP1_ENST00000393623,652,5429
CDKN2A_ENST00000304494,651,8243
PCDHA7,642,2736
STK11_ENST00000586243,640,8942
RB1,639,6440
SYNE1_ENST00000423061,634,2653
SYNE1_ENST00000341594,634,2653
SYNE1,634,2653
PCDHGA7,633,2647
PCDHGB4,597,2647
PCDHA8,582,2733
SPTA1,578,2638
SPTA1_ENST00000368147,578,2638
MMP26,571,2651
FLG,567,2638
PCDHGA8,562,2646
XIRP2_ENST00000409728,559,2634
XIRP2,559,2634
XIRP2_ENST00000409043,559,2634
FAM135B,542,2802
NAV3,535,2651
COL11A1_ENST00000358392,532,2733
COL11A1_ENST00000353414,532,2733
COL11A1,532,2733
CSMD1_ENST00000400186,531,2634
CSMD1_ENST00000602723,531,2634
CSMD1_ENST00000520002,531,2634
CSMD1,531,2634
CSMD1_ENST00000602557,531,2634
XIRP2_ENST00000628543,528,2634
NAV3_ENST00000536525,528,2651
COL11A1_ENST00000512756,527,2733
XIRP2_ENST00000409273,519,2634
XIRP2_ENST00000409605,519,2634
PTPRD,519,4845
CSMD1_ENST00000537824,517,2634
RYR3_ENST00000415757,513,2631
RYR3_ENST00000622037,513,2631
RYR3_ENST00000389232,513,2631
RYR3,513,2631
RYR3_ENST00000634418,511,2631
MUC17,511,2639
TSPEAR,510,2637
TSPEAR_ENST00000613245,510,2637
TSPEAR_ENST00000614657,510,2637
KMT2C,507,4428
KMT2C_ENST00000355193,506,4428
RYR1_ENST00000355481,506,2732
PCDH15_ENST00000644397,505,2731
PCDH15_ENST00000495484,505,2731
PCDH15_ENST00000616114,505,2731
PCDH15_ENST00000373965,505,2731
PCDH15_ENST00000621708,505,2731
PCDH15_ENST00000414778,505,2731
PCDH15_ENST00000614895,505,2731
RYR1,504,2732
PTPRD_ENST00000356435,502,4845
PTPRD_ENST00000397617,502,4845
PTPRD_ENST00000397611,502,4845
PTPRD_ENST00000537002,502,4845
PTPRD_ENST00000355233,502,4845
PCDHA9,499,2732
PTPRD_ENST00000397606,496,4845
PTPRD_ENST00000486161,496,4845
PTPRD_ENST00000540109,496,4845
PCDHGB5,496,2646
KMT2D,493,4552
PIK3CA_ENST00000643187,490,17319
FAT3_ENST00000409404,485,2630
FAT3,480,2630
NF1,477,5443
PCDH15_ENST00000612394,476,2731
PCDH15_ENST00000395445,476,2731
PCDH15_ENST00000409834,476,2731
PCDH15_ENST00000395438,476,2731
PCDH15_ENST00000395440,476,2731
PCDH15_ENST00000613657,476,2731
PCDH15_ENST00000617271,476,2731
PCDH15_ENST00000395442,476,2731
PCDH15_ENST00000395446,476,2731
HBG2_ENST00000380252,470,2639
ADAMTS12_ENST00000352040,464,2733
ERBB2,464,22901
CTNNA2_ENST00000466387,464,2736
PKHD1,464,2789
DNAH5,464,2637
ADAMTS12,464,2733
PCLO,462,2633
PCDHGA9,461,2644
CTNNA2_ENST00000496558,460,2736
CDH10,459,2732
APOB,458,2634
CTNNA2,458,2736
CTNNA2_ENST00000629316,457,2736
PAPPA2,454,2635
ALK,453,7542
PKHD1L1,453,2630
DNAH9_ENST00000454412,452,2637
DNAH9,452,2637
SI,451,2633
HBE1_ENST00000380237,451,2636
HBE1,451,2636
COL22A1,450,2636
COL22A1_ENST00000435777,449,2636
CSMD2_ENST00000373388,447,2640
CSMD2_ENST00000619121,447,2640
NF1_ENST00000356175,447,5443
CSMD2,446,2640
BRAF_ENST00000496384,446,29943
BRAF_ENST00000644969,446,29943
BRAF_ENST00000288602,446,29943
PCDH15_ENST00000437009,441,2731
PCDH15_ENST00000395433,441,2731
PCDH15_ENST00000361849,441,2731
RELN,441,2632
PCDH15_ENST00000622048,441,2731
RELN_ENST00000343529,441,2632
PCDH15_ENST00000395432,441,2731
PCDH15_ENST00000617051,441,2731
PCDH15,441,2731
PCDH15_ENST00000395430,441,2731
RELN_ENST00000424685,441,2632
PCDH15_ENST00000320301,440,2731
TNR_ENST00000263525,439,2636
PCLO_ENST00000423517,439,2633
TNR,439,2636
FAT1,439,4730
ANK2_ENST00000506722,437,2633
FAT1_ENST00000614102,434,4730
DMD,432,2640
DMD_ENST00000620040,431,2640
DMD_ENST00000378677,430,2640
FAT4,429,2737
TRIM5_ENST00000380027,429,2638
ANK2,428,2633
ANK2_ENST00000394537,428,2633
ANK2_ENST00000264366,428,2633
DMD_ENST00000619831,428,2640
OBSCN,427,2650
OBSCN_ENST00000422127,427,2650
OBSCN_ENST00000636875,426,2650
OBSCN_ENST00000366707,426,2650
PCDHA10,422,2730
LRRC7_ENST00000310961,421,2736
PCDHA10_ENST00000506939,420,2730
CDKN2A_ENST00000498628,416,8243
PCDHGB6,416,2643
CDKN2A_ENST00000530628,416,8243
CDKN2A_ENST00000579755,416,8243
PKHD1_ENST00000340994,415,2789
HMCN1,415,2737
CDKN2A_ENST00000494262,415,8243
EPHA5_ENST00000432638,413,4747
EPHA5_ENST00000273854,413,4747
EPHA5_ENST00000613740,413,4747
EPHA5_ENST00000354839,413,4747
EPHA5,413,4747
LRP2,409,2638
ZNF536,408,2637
CDKN2A,406,8243
CDKN2A_ENST00000579122,406,8243
PRDM9,406,2636
CACNA1E_ENST00000621791,405,2632
CACNA1E_ENST00000367570,405,2632
CACNA1E_ENST00000367567,404,2632
CACNA1E_ENST00000621551,404,2632
CACNA1E_ENST00000358338,404,2632
LRRC7,404,2736
PCDH11X,403,2730
PCDH11X_ENST00000373097,403,2730
AC058822.1,402,2735
ERICH3,402,2636
LRRC7_ENST00000415775,401,2736
EPHA5_ENST00000511294,400,4747
CACNA1E_ENST00000360108,399,2632
CACNA1E_ENST00000357570,399,2632
CACNA1E,399,2632
NAV3_ENST00000644176,397,2651
ERBB4,396,6618
ADGRB3,395,2836
PLXNA4,393,2639
PCDH11X_ENST00000361655,392,2730
PCDH11X_ENST00000406881,392,2730
PCDH11X_ENST00000373088,392,2730
PCDH11X_ENST00000504220,392,2730
PLXNA4_ENST00000321063,392,2639
PTPRT_ENST00000356100,391,4447
PTPRT_ENST00000373184,391,4447
PTPRT_ENST00000373187,391,4447
ABCA13,391,2637
PTPRT_ENST00000373190,391,4447
PTPRT,391,4447
PTPRT_ENST00000373201,391,4447
ZIM2_ENST00000593711,390,2632
ADGRB3_ENST00000546190,390,2836
ZIM2_ENST00000599935,390,2632
ZIM2,390,2632
PTPRT_ENST00000373193,389,4447
OBSCN_ENST00000284548,389,2650
DST,389,2648
FMN2,388,2634
ZIM2_ENST00000601070,388,2632
SMARCA4,387,5179
DST_ENST00000370788,386,2648
DST_ENST00000421834,386,2648
HYDIN,384,2730
DST_ENST00000361203,384,2648
ERBB4_ENST00000436443,383,6618
CNTNAP2,381,2631
CUBN,380,2633
HCN1,379,2636
NRXN1,378,2633
NRXN1_ENST00000625672,378,2633
NRXN1_ENST00000406316,378,2633
EYS,377,2864
ATM,377,5910
HERC2,377,2735
CNTNAP5,377,2632
DNAH8,377,2638
EYS_ENST00000503581,377,2864
AF241726.2,376,2634
ERBB4_ENST00000402597,375,6618
NRXN1_ENST00000405472,374,2633
NRXN1_ENST00000401669,374,2633
LAMA2,372,2637
LAMA2_ENST00000617695,372,2637
LAMA2_ENST00000618192,372,2637
NRXN1_ENST00000630543,372,2633
ADGRG4_ENST00000370652,370,2740
ADGRG4_ENST00000394141,370,2740
DNAH7,370,2729
GRIN2A,370,4650
ADGRG4,370,2740
USH2A_ENST00000366942,369,2747
DNAH8_ENST00000359357,369,2638
DST_ENST00000244364,369,2648
PCDHGA10,369,2728
ADGRL3_ENST00000512091,368,2828
ADGRL3,368,2828
GRIN2A_ENST00000562109,367,4650
GRIN2A_ENST00000330684,367,4650
SMARCA4_ENST00000444061,365,5179
SMARCA4_ENST00000645460,365,5179
SMARCA4_ENST00000642726,365,5179
SMARCA4_ENST00000429416,365,5179
SMARCA4_ENST00000450717,365,5179
SMARCA4_ENST00000644737,365,5179
SMARCA4_ENST00000647230,365,5179
SMARCA4_ENST00000590574,365,5179
SMARCA4_ENST00000413806,365,5179
SMARCA4_ENST00000643549,365,5179
SMARCA4_ENST00000646510,365,5179
SMARCA4_ENST00000646693,365,5179
SMARCA4_ENST00000643296,365,5179
SMARCA4_ENST00000642628,365,5179
SMARCA4_ENST00000646484,365,5179
SMARCA4_ENST00000589677,363,5179
EPHA3,363,4954
SMARCA4_ENST00000541122,363,5179
NTRK3_ENST00000394480,362,6040
DNAH11,360,2640
BRINP3,359,2735
DNAH11_ENST00000328843,359,2640
DNAH11_ENST00000620169,359,2640
ADGRL3_ENST00000507164,358,2828
ADGRL3_ENST00000509896,358,2828
ADGRL3_ENST00000511324,358,2828
ADGRL3_ENST00000508693,358,2828
ADGRL3_ENST00000506700,358,2828
NEB_ENST00000409198,357,2632
NEB_ENST00000172853,357,2632
NEB_ENST00000397345,357,2632
NEB_ENST00000427231,357,2632
NEB,357,2632
ADGRL3_ENST00000507625,356,2828
ADGRL3_ENST00000514157,356,2828
ADGRL3_ENST00000504896,356,2828
NEB_ENST00000603639,356,2632
NEB_ENST00000604864,356,2632
ZNF804B,355,2736
ADGRL3_ENST00000514996,355,2828
RIMS2,355,2636
ADGRL3_ENST00000508946,355,2828
EPHA3_ENST00000494014,355,4954
ADGRL3_ENST00000506720,355,2828
ADGRL3_ENST00000506746,355,2828
MUC5B,354,2630
AHNAK2,352,2630
ATM_ENST00000452508,350,5910
NTRK3,350,6040
NTRK3_ENST00000557856,350,6040
NTRK3_ENST00000357724,350,6040
NTRK3_ENST00000355254,350,6040
NTRK3_ENST00000629765,350,6040
NTRK3_ENST00000626019,349,6040
ZNF804A,345,2636
TNN,344,2635
NPAP1,343,2635
CTNND2,343,2633
DNAH3,343,2634
ANKRD30A_ENST00000602533,343,2632
TNN_ENST00000622870,342,2635
SSPO,342,2631
TNN_ENST00000621086,342,2635
FBN2,342,2631
FBN2_ENST00000619499,341,2631
FBN2_ENST00000262464,341,2631
AHNAK2_ENST00000557457,339,2630
MYH1,338,2735
ASTN1,337,2633
ASTN1_ENST00000367657,337,2633
CDH12_ENST00000504376,337,2729
ZNF804A_ENST00000613975,337,2636
CDH12,337,2729
ANK2_ENST00000509550,336,2633
CDH12_ENST00000522262,336,2729
STAB2,336,2636
PTEN,335,9457
MACF1_ENST00000567887,333,2731
MACF1,333,2731
PEG3,333,2631
FAT4_ENST00000335110,333,2737
MACF1_ENST00000372915,333,2731
PEG3_ENST00000598410,331,2631
DNAH8_ENST00000449981,331,2638
ANKRD30A_ENST00000374660,331,2632
ANKRD30A_ENST00000611781,331,2632
ANKRD30A,331,2632
CACNA1C_ENST00000399655,330,2639
TMEM132D,329,2635
RP1L1,329,2630
CACNA1C_ENST00000399617,328,2639
CACNA1C_ENST00000399603,328,2639
CACNA1C_ENST00000335762,328,2639
CACNA1C_ENST00000406454,328,2639
PEG3_ENST00000593695,328,2631
GRIN2A_ENST00000535259,328,4650
CACNA1C_ENST00000399634,328,2639
SYNE2_ENST00000357395,327,2731
MACF1_ENST00000564288,327,2731
SYNE2_ENST00000344113,327,2731
SYNE2,327,2731
CACNA1C_ENST00000399595,326,2639
CACNA1C_ENST00000399637,326,2639
CACNA1C_ENST00000399621,326,2639
CACNA1C_ENST00000399601,326,2639
CACNA1C_ENST00000344100,326,2639
CACNA1C_ENST00000399597,326,2639
CACNA1C_ENST00000399641,326,2639
CACNA1C_ENST00000399638,326,2639
CACNA1C_ENST00000399644,326,2639
CACNA1C,326,2639
CACNA1C_ENST00000327702,326,2639
CACNA1C_ENST00000399629,326,2639
CACNA1C_ENST00000399606,326,2639
CACNA1C_ENST00000399591,326,2639
CACNA1C_ENST00000399649,326,2639
CACNA1C_ENST00000402845,326,2639
PCDHA11,325,2728
RIMS2_ENST00000507740,324,2636
CDKN2A_ENST00000578845,323,8243
ZNF831,323,2633
SYNE2_ENST00000554584,323,2731
RIMS2_ENST00000262231,322,2636
ADGRV1_ENST00000645211,322,2637
ADGRV1,322,2637
PXDNL,320,2641
CTNND2_ENST00000503622,320,2633
CTNND2_ENST00000511377,320,2633
ASTN1_ENST00000424564,319,2633
PTPRT_ENST00000612229,319,4447
PCDHGB7,319,2641
ERBB2_ENST00000584601,318,22901
SORCS1,318,2633
ZNF831_ENST00000371030,317,2633
KDR,317,5533
SPHKAP_ENST00000344657,316,2639
SPHKAP,316,2639
NALCN,315,2633
KDR_ENST00000263923,314,5533
RIMS2_ENST00000436393,314,2636
PTPRT_ENST00000618610,314,4447
ARID1A,313,4869
UNC79,313,2631
MXRA5,313,2696
PIK3CG_ENST00000496166,312,4710
PIK3CG,312,4710
ERBB2_ENST00000406381,312,22901
PIK3CG_ENST00000440650,312,4710
NOTCH1,311,7273
CDKN2A_ENST00000479692,311,8243
CDKN2A_ENST00000497750,311,8243
ADAMTS16,311,2636
HRNR,311,2633
ERBB2_ENST00000445658,311,22901
ERBB2_ENST00000541774,311,22901
ERBB2_ENST00000584450,310,22901
DCHS2_ENST00000357232,310,2729
ASPM_ENST00000294732,310,2635
DYSF_ENST00000258104,310,2632
ASPM,310,2635
DYSF_ENST00000413539,309,2632
DYSF_ENST00000409762,309,2632
DYSF_ENST00000409582,309,2632
DYSF_ENST00000429174,309,2632
ZFHX3,308,4471
NLRP3,307,2872
NLRP3_ENST00000366497,307,2872
NLRP3_ENST00000391828,307,2872
NLRP3_ENST00000366496,307,2872
KALRN_ENST00000360013,307,2652
NLRP3_ENST00000348069,307,2872
NLRP3_ENST00000643234,306,2872
TG,306,2633
DOCK2,306,2631
LAMA1,306,2732
DYSF_ENST00000409366,305,2632
DYSF,305,2632
DYSF_ENST00000409651,305,2632
DYSF_ENST00000409744,305,2632
DYSF_ENST00000410041,305,2632
DYSF_ENST00000394120,305,2632
NTRK1_ENST00000392302,304,4810
UNC79_ENST00000553484,304,2631
NLRP3_ENST00000391827,304,2872
UNC79_ENST00000555664,303,2631
ALK_ENST00000618119,303,7542
FLNC,303,2639
FLNC_ENST00000346177,303,2639
UNC79_ENST00000393151,303,2631
UNC79_ENST00000621021,302,2631
AC134980.3,302,2634
KIAA1109,301,2647
CPS1,301,2633
KIAA1109_ENST00000388738,301,2647
GRM8_ENST00000358373,300,2830
AHNAK_ENST00000257247,300,2732
UNC13C,300,2630
GRM8,300,2830
MROH2B,299,2630
ARID1A_ENST00000457599,299,4869
CPS1_ENST00000233072,299,2633
MED12L,299,2765
ZNF804B_ENST00000611114,299,2736
ARID1A_ENST00000430799,299,4869
AHNAK_ENST00000530124,299,2732
TENM1,298,2639
TENM1_ENST00000371130,298,2639
MYH2,297,2640
CDH18,297,2731
MYH2_ENST00000397183,297,2640
MYH2_ENST00000532183,297,2640
MYH2_ENST00000622564,297,2640
MYH8,296,2642
CFAP47,295,2634
CDH9,294,2729
PLEC_ENST00000436759,293,2630
PLEC_ENST00000527096,293,2630
COL6A3,293,2636
COL6A3_ENST00000353578,293,2636
MED12L_ENST00000273432,293,2765
AHNAK,293,2732
COL6A3_ENST00000472056,293,2636
COL6A3_ENST00000347401,293,2636
NTRK3_ENST00000558676,292,6040
COL6A3_ENST00000409809,292,2636
CDH23_ENST00000622827,291,2633
CDH23_ENST00000224721,291,2633
PLEC_ENST00000356346,290,2630
PLEC_ENST00000354958,289,2630
KRTAP10-4_ENST00000622352,289,2633
APC,288,6605
SORCS1_ENST00000612154,287,2633
SORCS1_ENST00000622431,287,2633
PLEC,286,2630
MGAM_ENST00000620571,286,2633
MGAM_ENST00000475668,286,2633
MGAM,286,2633
CREBBP,285,4936
ASTN2_ENST00000313400,285,2630
ASTN2,285,2630
DCC,284,2652
CDH18_ENST00000274170,284,2731
CRB1_ENST00000538660,284,2728
LRRK2,284,2862
CDH18_ENST00000382275,284,2731
CRB1_ENST00000535699,284,2728
COL12A1,283,2633
COL12A1_ENST00000615798,283,2633
CRB1,283,2728
PDGFRA,282,6282
COL12A1_ENST00000345356,282,2633
COL12A1_ENST00000483888,282,2633
NTRK3_ENST00000542733,282,6040
COL12A1_ENST00000416123,282,2633
PDE4DIP_ENST00000524974,282,2850
PDE4DIP_ENST00000585156,282,2850
ANK2_ENST00000510275,281,2633
MYO18B,281,2630
ASTN2_ENST00000361477,281,2630
MYO18B_ENST00000335473,281,2630
PTPRN2,280,2632
CRB1_ENST00000367399,280,2728
PTPRN2_ENST00000389413,280,2632
VPS13B_ENST00000357162,280,2641
VPS13B,280,2641
PTPRN2_ENST00000409483,280,2632
PTPRN2_ENST00000389416,280,2632
SDK1_ENST00000615806,279,2633
ZFHX3_ENST00000397992,279,4471
PLEC_ENST00000398774,279,2630
PLEC_ENST00000354589,279,2630
MYO18B_ENST00000536101,279,2630
SDK1,279,2633
CREBBP_ENST00000382070,279,4936
ZFHX3_ENST00000268489,278,4471
MYH4,278,2640
PLEC_ENST00000345136,277,2630
GRIN2B,277,2633
PLEC_ENST00000357649,277,2630
HECW1,277,2765
ROS1,276,4625
HECW1_ENST00000453890,276,2765
EPHB1,275,4712
PLEKHB2_ENST00000404460,274,2631
THSD7B,274,2634
SCN1A_ENST00000641603,274,2633
SCN1A_ENST00000641575,274,2633
THSD7A_ENST00000617773,274,2630
THSD7A,274,2630
THSD7B_ENST00000272643,273,2634
SCN1A,273,2633
SCN1A_ENST00000635750,273,2633
NFE2L2,273,5920
ADAMTS20,273,2648
SCN1A_ENST00000637988,273,2633
PCDHGA11,273,2641
SCN1A_ENST00000640036,273,2633
STON1-GTF2A1L_ENST00000402114,273,2640
SCN1A_ENST00000375405,273,2633
SCN1A_ENST00000635776,273,2633
PCDH15_ENST00000373955,273,2731
MACF1_ENST00000289893,273,2731
SCN1A_ENST00000423058,273,2633
SDK1_ENST00000389531,272,2633
CRB1_ENST00000638467,272,2728
PDE4DIP_ENST00000618462,272,2850
VCAN,271,2634
VCAN_ENST00000512590,271,2634
VCAN_ENST00000502527,271,2634
VCAN_ENST00000343200,271,2634
RBM10_ENST00000377604,271,4544
VCAN_ENST00000342785,271,2634
RBM10,270,4544
RBM10_ENST00000345781,270,4544
RBM10_ENST00000628161,270,4544
MROH2B_ENST00000506092,270,2630
DCC_ENST00000412726,270,2652
THSD7B_ENST00000413152,270,2634
SCN1A_ENST00000409050,269,2633
PCDHGA11_ENST00000518882,269,2641
DPP6_ENST00000404039,269,2630
APC_ENST00000508376,268,6605
HGF_ENST00000457544,267,4371
HGF,267,4371
HGF_ENST00000644543,267,4371
PRUNE2,267,2635
PCDH10,267,2729
LRP1,266,2863
PRUNE2_ENST00000428286,266,2635
PRUNE2_ENST00000443509,266,2635
AL132671.2,266,2694
ROS1_ENST00000368507,265,4625
SORCS3_ENST00000369699,265,2632
SORCS3,265,2632
SORCS1_ENST00000344440,264,2633
ATRX,264,4725
PDE4DIP,264,2850
NFE2L2_ENST00000464747,263,5920
TENM3,263,2631
KCNH7,262,2639
CTNNA3,262,2632
PDE4DIP_ENST00000369354,261,2850
UGT1A8,261,2645
XIRP2_ENST00000295237,261,2634
ATRX_ENST00000395603,260,4725
MDN1_ENST00000629399,260,2731
MDN1,260,2731
KIF2B,260,2729
ADCY8,260,2638
DPP6,259,2630
ASPM_ENST00000367408,259,2635
DCDC1_ENST00000597505,259,2632
LRFN5,259,2633
ARID1A_ENST00000374152,258,4869
PCDHA2_ENST00000520672,258,2730
ASXL3,258,2631
LRFN5_ENST00000554120,258,2633
SLITRK2,258,2736
DPP10_ENST00000410059,258,2630
ADCY8_ENST00000377928,258,2638
COL5A1_ENST00000618395,257,2632
COL5A1,257,2632
LRFN5_ENST00000554171,257,2633
ANKRD30B,256,2630
UNC5D_ENST00000287272,256,2633
ADCY2,256,2630
EPDR1_ENST00000476620,256,2642
ALMS1,256,2732
ALMS1_ENST00000484298,256,2732
MYT1L,255,2630
NFE2L2_ENST00000397063,255,5920
MYT1L_ENST00000644820,255,2630
NFE2L2_ENST00000446151,255,5920
MYT1L_ENST00000428368,255,2630
PCDHA12,254,2728
CNTNAP4_ENST00000377504,254,2630
LCT,254,2631
CNTNAP4_ENST00000307431,254,2630
CNTNAP4,254,2630
LAMA5,253,2728
MYH7,253,2632
UNC5D_ENST00000416672,252,2633
UNC5D,252,2633
UNC5D_ENST00000420357,252,2633
AL160272.2,252,2648
SLITRK3_ENST00000241274,252,2631
DNAH10_ENST00000409039,251,2638
NRXN3,251,2631
NRXN3_ENST00000634499,251,2631
DNAH10,251,2638
ITGA8,250,2634
DPP10_ENST00000409163,250,2630
SLITRK3,250,2631
RNF213,250,2880
RNF213_ENST00000508628,250,2880
TLR4_ENST00000472304,249,2853
MYO7B_ENST00000409816,249,2631
MYO7B,249,2631
TLR4_ENST00000394487,249,2853
MMP16,249,2637
TLR4,249,2853
FPGT-TNNI3K,249,2638
MET_ENST00000397752,248,24872
PREX2,248,2641
TLR4_ENST00000355622,248,2853
BIRC6,248,2631
FLG2,248,2630
COL19A1,247,2630
SCN2A_ENST00000631182,247,2632
DPP10_ENST00000310323,247,2630
SCN2A,247,2632
SCN2A_ENST00000637266,247,2632
PAPPA2_ENST00000367661,247,2635
SCN2A_ENST00000636985,247,2632
UNC5D_ENST00000453357,247,2633
SCN2A_ENST00000375437,247,2632
TSHZ3,247,2648
CNTNAP4_ENST00000622250,247,2630
ZNF208_ENST00000599916,247,2634
MYH13,246,2632
MYH13_ENST00000621918,246,2632
CNTNAP4_ENST00000476707,246,2630
DPP6_ENST00000332007,246,2630
MYH13_ENST00000252172,246,2632
TAF1L,246,2714
DUSP27_ENST00000443333,245,2632
SLIT2_ENST00000503823,245,2636
ZNF521,245,2751
SCN2A_ENST00000375427,245,2632
DUSP27,245,2632
ZNF521_ENST00000538137,245,2751
SLIT2_ENST00000273739,245,2636
SCN2A_ENST00000283256,245,2632
ZNF521_ENST00000584787,245,2751
SLIT2_ENST00000622093,245,2636
CDH18_ENST00000506372,245,2731
SLIT2,245,2636
BX248415.1,244,2635
CNTNAP4_ENST00000478060,244,2630
CACNA1B_ENST00000371363,244,2630
CACNA1B_ENST00000371357,244,2630
CACNA1B_ENST00000371355,244,2630
CACNA1B_ENST00000277551,244,2630
CACNA1B_ENST00000277549,244,2630
CACNA1B,244,2630
SLIT2_ENST00000503837,244,2636
PTPRB,244,2631
FAM47C,244,2632
SVEP1_ENST00000401783,244,2633
SVEP1,244,2633
CDH18_ENST00000502796,243,2731
DSCAM,243,2632
MYO16,243,2630
MYO16_ENST00000356711,243,2630
ZNF423_ENST00000262383,243,2638
ZNF423_ENST00000563137,243,2638
ZNF423,243,2638
FAT2,243,2730
DUSP27_ENST00000271385,243,2632
DPP10,242,2630
NRXN3_ENST00000554719,242,2631
MUC4,242,2630
ZNF208_ENST00000601773,242,2634
MYO16_ENST00000357550,242,2630
MUC4_ENST00000346145,241,2630
MUC4_ENST00000475231,241,2630
PKD1L1,241,2636
MTOR,241,5115
COL3A1,241,2630
ZNF208_ENST00000609966,241,2634
MUC4_ENST00000349607,241,2630
COL3A1_ENST00000317840,241,2630
OTOF_ENST00000403946,240,2632
PTPRB_ENST00000550358,240,2631
OTOF,240,2632
MAGEC1,240,2736
ZNF423_ENST00000562871,240,2638
MYH6,240,2634
COL11A1_ENST00000461720,239,2733
COL11A1_ENST00000644186,239,2733
FRAS1,239,2630
GABRB3_ENST00000541819,239,2632
DOCK2_ENST00000520908,239,2631
COL11A1_ENST00000647280,239,2733
ZNF423_ENST00000562520,239,2638
COL11A1_ENST00000645458,239,2733
ANK1,238,2633
NCAM2,238,2642
MYH6_ENST00000356287,238,2634
NOTCH4,238,4692
MAGEC1_ENST00000406005,238,2736
UGT1A10,238,2631
SCN10A_ENST00000643924,237,2631
LRRTM4,237,2630
SCN10A_ENST00000643108,237,2631
SCN10A,237,2631
SPEF2,237,2632
SCN10A_ENST00000644826,237,2631
LRRTM4_ENST00000409884,236,2630
AFF2,236,2633
ANKS1B,236,2630
ANKS1B_ENST00000547010,236,2630
SPEF2_ENST00000440995,236,2632
LRRTM4_ENST00000409093,236,2630
SLC8A1_ENST00000405269,235,2634
AFF2_ENST00000342251,235,2633
FLT1,235,4719
RP1_ENST00000637698,235,2633
NOS1,235,2638
NOS1_ENST00000317775,235,2638
COL6A6,235,2634
NCAM2_ENST00000284894,235,2642
NBAS,235,2631
ZNF99,235,2635
SLC8A1_ENST00000406785,235,2634
SLITRK2_ENST00000370490,234,2736
DNAH17_ENST00000585328,234,2630
ZNF208,234,2634
ABCB5,234,2631
DNAH17,234,2630
BRCA2,234,5340
ADGRB3_ENST00000238918,233,2836
SPATA31D1,233,2635
FLT4,233,5050
CPS1_ENST00000451903,233,2633
AFF2_ENST00000370457,232,2633
SLC8A1_ENST00000402441,232,2634
NLRP3_ENST00000474792,232,2872
NOTCH2,232,5321
ANK1_ENST00000347528,232,2633
NFE2L2_ENST00000423513,232,5920
MED12,232,4735
DPP6_ENST00000427557,232,2630
SORCS1_ENST00000369698,232,2633
ANK1_ENST00000289734,232,2633
SLC8A1,232,2634
EPHA6,232,2972
MED12_ENST00000333646,231,4735
MDGA2_ENST00000399232,231,2632
MED12_ENST00000374102,231,4735
PLCB1,231,2631
CACNA1C_ENST00000480911,231,2639
PLCB1_ENST00000378641,231,2631
KCNT2_ENST00000609185,230,2635
SLC8A1_ENST00000405901,230,2634
GRM1,230,2765
NELL1_ENST00000325319,230,2631
KCNT2_ENST00000451324,230,2635
SLC8A1_ENST00000406391,230,2634
NOS1_ENST00000344089,230,2638
GRM1_ENST00000492807,230,2765
NELL1,230,2631
KCNT2,230,2635
KCNT2_ENST00000367433,230,2635
NELL1_ENST00000357134,230,2631
GRM1_ENST00000282753,230,2765
DSCAML1,230,2637
NOS1_ENST00000338101,230,2638
SLC8A1_ENST00000408028,230,2634
