Gene name,Mutated samples,Samples tested
CLASP2_ENST00000399362,48,809
TMEM178B,48,807
UBR5,48,842
FAF1_ENST00000371778,48,809
ARHGEF3,48,809
HDAC9_ENST00000456174,48,809
AUTS2_ENST00000644506,48,809
CLTC_ENST00000579456,48,809
RIMS1_ENST00000401910,48,809
GAS7,48,809
SGCD_ENST00000517913,48,807
BABAM2,48,809
IQGAP1_ENST00000560738,48,809
SORBS1_ENST00000354106,48,809
FOCAD,48,809
ZNF407_ENST00000582337,48,809
ARHGAP6_ENST00000380718,48,809
ADAM22_ENST00000439864,48,809
ANKRD44_ENST00000647377,48,809
CDC27_ENST00000527547,48,809
TTLL5_ENST00000554510,48,834
TMEM117_ENST00000551577,48,809
FILIP1L,48,807
MYH7B_ENST00000618182,48,809
SORBS1_ENST00000371245,48,809
MBNL1_ENST00000324210,48,809
KAZN_ENST00000503743,48,809
NR3C2_ENST00000511528,48,809
ARID2_ENST00000444670,48,1688
SORBS1_ENST00000361941,48,809
CLTC_ENST00000269122,48,809
RIMS1_ENST00000523963,48,809
FNBP1,48,807
RSRC1_ENST00000480820,48,809
KCNB1,48,809
CLASP1,48,809
ADAMTS6,48,809
SORBS1_ENST00000371239,48,809
PHLPP1,48,809
GHR,48,809
FOXN3_ENST00000615335,48,809
CPED1_ENST00000450913,48,809
TRERF1_ENST00000340840,48,809
FILIP1L_ENST00000331335,48,807
MBNL1_ENST00000282488,48,809
PTPN14_ENST00000543945,48,834
NR3C2_ENST00000512865,48,809
TMEM117,48,809
KAT6A,48,834
TRERF1_ENST00000354325,48,809
BABAM2_ENST00000342045,48,809
C15orf41_ENST00000566621,48,809
KALRN,48,809
GPM6A,48,809
FNBP1_ENST00000420781,48,807
VWA8,48,809
DACH2_ENST00000508860,48,809
ZNF407_ENST00000309902,48,809
CLASP2_ENST00000468888,48,809
BABAM2_ENST00000361704,48,809
SMOC2,48,809
SPOCK3_ENST00000535728,48,809
CCDC57_ENST00000392347,48,807
BAZ2B_ENST00000392782,48,809
PPP2R2B_ENST00000504198,48,809
COBLL1_ENST00000342193,47,809
USP32,47,809
NTM_ENST00000374784,47,809
PDE4D_ENST00000502575,47,809
MEIS1,47,809
PRKAG2,47,809
MBNL1_ENST00000493459,47,809
PTPRQ_ENST00000644991,47,807
ZNF516,47,809
DPP6_ENST00000619756,47,809
PCNX1_ENST00000439984,47,809
ENPP2,47,809
NOL4_ENST00000589544,47,809
GLI2,47,812
PDE4DIP_ENST00000585156,47,809
PPP2R2B,47,809
AGMO,47,809
RPS6KC1_ENST00000366959,47,809
PPP3CA_ENST00000323055,47,809
CREBBP,47,1117
GRM5_ENST00000455756,47,809
LHFPL3_ENST00000401970,47,807
FCHSD2_ENST00000409853,47,809
TYRO3_ENST00000559066,47,809
LILRB1_ENST00000427581,47,809
LILRB1,47,809
FBN3_ENST00000601739,47,809
ANKS1B_ENST00000550693,47,807
AKAP9_ENST00000359028,47,834
FNBP1_ENST00000355681,47,807
TBXAS1_ENST00000425687,47,809
NOL4,47,809
MEIS1_ENST00000488550,47,809
COBLL1_ENST00000375458,47,809
KIF16B_ENST00000354981,47,809
DACH1_ENST00000611519,47,807
FRYL_ENST00000507711,47,809
TAF1B,47,809
CECR2_ENST00000262608,47,809
RPS6KC1_ENST00000615329,47,809
RSRC1_ENST00000464171,47,809
GTDC1_ENST00000241391,47,809
FBN3_ENST00000270509,47,809
ZNF7_ENST00000528372,47,809
FRY_ENST00000380250,47,809
RPS6KC1_ENST00000543354,47,809
PTPRQ,47,807
PCCA_ENST00000376286,47,809
DNAH12_ENST00000495027,47,809
CNTNAP4_ENST00000476707,47,809
AGO2,47,809
ZEB2_ENST00000440875,47,809
SORBS2_ENST00000437304,47,809
TRAK1_ENST00000487159,47,809
ARAP2,47,809
RSRC1,47,809
GFRA1,47,809
PPP2R2B_ENST00000336640,47,809
FGF12_ENST00000430714,47,809
ARID1B_ENST00000635849,47,1365
FER1L6,47,809
HCRTR2,47,809
STXBP4,47,809
FGF12_ENST00000445105,47,809
DNAH14_ENST00000430092,47,809
ARID1B_ENST00000637904,47,1365
MPDZ_ENST00000546205,47,809
CFTR,47,809
MPDZ_ENST00000381022,47,809
C1orf141,47,809
SLC35F1,47,809
FRMD4A_ENST00000493380,47,809
AFF1,47,809
AL160272.2,47,807
CHD8_ENST00000645929,47,809
PPP3CA_ENST00000512215,47,809
GTDC1_ENST00000409298,47,809
DACH1,47,807
MCF2L,47,809
MKLN1_ENST00000421797,47,809
PTPRO_ENST00000348962,47,809
COBLL1_ENST00000392717,47,809
GTDC1,47,809
GRM5,47,809
UBE2E2,47,809
LRFN5_ENST00000554171,47,809
GRIK4_ENST00000438375,47,809
LRRC4C_ENST00000527150,47,809
CPS1_ENST00000233072,47,809
ASPH_ENST00000541428,47,809
AJAP1,47,834
PCCA_ENST00000376279,47,809
KIF16B_ENST00000636835,47,809
NEK11_ENST00000510769,47,809
ZNF423_ENST00000562520,47,809
PRR16_ENST00000379551,47,809
MCF2L_ENST00000421756,47,809
CADM2,47,809
MPDZ_ENST00000541718,47,809
PPP3CA,47,809
ZMYM2_ENST00000382874,47,809
MAST4_ENST00000490016,47,809
PRPF40A,47,809
ENPP2_ENST00000522826,47,809
MAPK10_ENST00000641657,47,809
DACH1_ENST00000620444,47,807
BRINP1,47,809
FAM160A1,47,809
RSRC1_ENST00000475278,47,809
PTPRZ1,47,809
UBE2E2_ENST00000425792,47,809
MCF2L_ENST00000397030,47,809
PTPRO,47,809
NEK11_ENST00000508196,47,809
LHFPL3,47,807
DNAH12_ENST00000351747,47,809
ZMYM2,47,809
AKAP9,47,834
COBLL1,47,809
CLASP1_ENST00000646274,47,809
SPATA5,47,809
EXOC6_ENST00000371552,47,809
DACH1_ENST00000619232,47,807
MYO1D_ENST00000394649,47,809
LILRB1_ENST00000396331,47,809
RPS6KC1_ENST00000543470,47,809
RPS6KC1,47,809
FRY,47,809
TBXAS1,47,809
AHNAK2,47,809
LILRB1_ENST00000396327,47,809
MTUS1_ENST00000381869,47,809
MAPK10_ENST00000641902,47,809
ANKS1B_ENST00000547446,47,807
PRR16,47,809
FGF12_ENST00000450716,47,809
NEK11,47,809
ZNF7_ENST00000544249,47,809
MTUS1,47,809
PTPRR,47,809
NEK11_ENST00000510688,47,809
JMJD1C,47,809
PPP3CA_ENST00000394853,47,809
ANKS1B_ENST00000549493,47,807
TBXAS1_ENST00000336425,47,809
RPS6KC1_ENST00000614059,47,809
CDK13,47,809
GTDC1_ENST00000392867,47,809
CECR2_ENST00000342247,47,809
ANKS1B_ENST00000549025,47,807
BICD1_ENST00000548411,47,809
PTPRB,47,829
RSRC1_ENST00000312179,47,809
GLI2_ENST00000361492,47,812
MAPK10_ENST00000641718,47,809
FBN3,47,809
PDE4DIP_ENST00000524974,47,809
RANBP17,47,809
ATP10B,47,809
JHY,47,809
FBXW8,47,809
ENPP2_ENST00000075322,47,809
FIGN_ENST00000409634,47,809
STXBP5L,47,809
MPDZ,47,809
RSRC1_ENST00000295930,47,809
CELSR1,47,809
EXOC6B_ENST00000410104,47,809
GRM5_ENST00000305432,47,809
TP63_ENST00000354600,47,1069
L3MBTL4,47,809
BTBD11_ENST00000420571,47,809
CHD8,47,809
ARHGAP24,47,809
LATS2,47,1065
PCNX1,47,809
CECR2,47,809
MID1_ENST00000453318,47,809
ZNF7,47,809
AFF2_ENST00000286437,47,809
PCCA,47,809
LILRB1_ENST00000396332,47,809
PDE4D_ENST00000503258,47,809
FRY_ENST00000642040,47,809
LRRC4C,47,809
PTPRQ_ENST00000616559,47,807
AFF2_ENST00000370458,46,809
MAPK10_ENST00000641862,46,809
PFKP,46,809
STK3_ENST00000419617,46,809
CSNK1G1_ENST00000561349,46,809
PALM2_ENST00000374531,46,809
CREBBP_ENST00000382070,46,1117
MAPK10_ENST00000641297,46,809
RNF213_ENST00000508628,46,809
PDSS2,46,809
DPF3_ENST00000541685,46,807
ASPM_ENST00000294732,46,809
FAM171A1,46,809
DOCK9_ENST00000442173,46,809
CHST9_ENST00000580774,46,809
EYA2_ENST00000357410,46,809
ATRX,46,1206
NFIB_ENST00000646622,46,809
CACNB4_ENST00000637309,46,807
ANKS1B_ENST00000546960,46,807
MED13,46,809
ADCY5,46,809
CACNB4,46,807
EXOC6,46,809
APP_ENST00000357903,46,809
MBNL1_ENST00000357472,46,809
SSPO,46,807
GNAQ,46,1330
SSBP2_ENST00000515395,46,809
NRG1,46,809
PTPRB_ENST00000550358,46,829
KDM5A,46,1056
FAT4_ENST00000335110,46,842
MAPK10_ENST00000395160,46,809
MAPK10_ENST00000641274,46,809
KMT2E,46,809
TP63_ENST00000456148,46,1069
COL6A3_ENST00000472056,46,834
PDE4B,46,809
CPLANE1_ENST00000508244,46,807
FOXP1_ENST00000318779,46,1088
APP,46,809
FGFR2_ENST00000613048,46,1923
COL6A3_ENST00000353578,46,834
ESRRG_ENST00000616180,46,809
SMARCA4_ENST00000413806,46,1276
COL6A6,46,809
SSBP2_ENST00000505980,46,809
JAKMIP1_ENST00000409371,46,809
FGFR2_ENST00000369060,46,1923
PCDHA11,46,807
ZMYM2_ENST00000382871,46,809
ARFGEF2,46,834
EYA2_ENST00000611592,46,809
ICA1_ENST00000406470,46,809
ZDHHC14_ENST00000414563,46,809
NFIB_ENST00000636432,46,809
MAPK10_ENST00000641313,46,809
MYO9B,46,807
PTPN13_ENST00000427191,46,817
MBNL1_ENST00000324196,46,809
MBNL1_ENST00000463374,46,809
NBEAL1,46,809
ADGRG4,46,809
SSBP2_ENST00000509053,46,809
AVEN,46,809
CCDC91,46,809
PTPN13_ENST00000316707,46,817
ZDHHC14,46,809
BTBD11_ENST00000490090,46,809
VCAN,46,809
PLEKHA7_ENST00000531066,46,809
ICA1_ENST00000265577,46,809
DNAH14_ENST00000439375,46,809
ESRRG,46,809
NRG1_ENST00000356819,46,809
MYO9B_ENST00000594824,46,807
RNF150_ENST00000420921,46,809
ANKS1B_ENST00000546568,46,807
TLE4_ENST00000265284,46,809
TRIP12_ENST00000389045,46,809
VCAN_ENST00000502527,46,809
ARAP1_ENST00000359373,46,809
C15orf41_ENST00000567389,46,809
HSPA4_ENST00000615899,46,809
CCDC91_ENST00000539107,46,809
DENND1A,46,809
SSBP2_ENST00000320672,46,809
CRB1_ENST00000538660,46,809
ICA1_ENST00000396675,46,809
GABRB1,46,809
EPS8_ENST00000646828,46,809
STXBP5L_ENST00000471454,46,809
ZNF7_ENST00000529819,46,809
APP_ENST00000348990,46,809
ESRRG_ENST00000408911,46,809
VCAN_ENST00000343200,46,809
SSBP2_ENST00000514493,46,809
ASPM,46,809
MEIS1_ENST00000398506,46,809
TLE4,46,809
POU2F1_ENST00000429375,46,809
DOCK9,46,809
EYA2_ENST00000497062,46,809
TAF3,46,809
MAPK10_ENST00000642009,46,809
PTPN13,46,817
CCDC150,46,809
NFIB_ENST00000606230,46,809
FILIP1_ENST00000393004,46,809
EXOC6_ENST00000443748,46,809
TP63_ENST00000449992,46,1069
FAM13A,46,809
DIP2C_ENST00000381496,46,809
SMARCA4_ENST00000450717,46,1276
DPF3_ENST00000614862,46,807
KMT2E_ENST00000257745,46,809
MAPK10_ENST00000641283,46,809
MBNL1_ENST00000498502,46,809
LYST,46,809
BICD1,46,809
CPLANE1,46,807
RBFOX2,46,809
ESRRG_ENST00000391890,46,809
EVL_ENST00000402714,46,809
MAPK10_ENST00000639972,46,809
PDE11A_ENST00000409504,46,809
MAPK10_ENST00000641384,46,809
CRB1,46,809
SNX13,46,809
FGFR2_ENST00000356226,46,1923
PLEKHA7,46,809
PPP3CA_ENST00000507176,46,809
FGFR2_ENST00000369061,46,1923
SYBU_ENST00000532779,46,809
PTPN13_ENST00000411767,46,817
POU2F1,46,809
ICA1,46,809
TLE4_ENST00000376544,46,809
POU2F1_ENST00000541643,46,809
CPQ,46,809
FBRSL1,46,809
VCAN_ENST00000342785,46,809
TLE4_ENST00000376552,46,809
APP_ENST00000358918,46,809
MYH14_ENST00000598205,46,807
STK3_ENST00000617590,46,809
MEIS1_ENST00000495021,46,809
TRIP12,46,809
EYA2,46,809
PLEC_ENST00000436759,46,834
SYBU,46,809
GREB1_ENST00000234142,46,809
EPS8_ENST00000646918,46,809
MAPK10_ENST00000641120,46,809
CRB1_ENST00000535699,46,809
JAKMIP1,46,809
APP_ENST00000439274,46,809
SNX13_ENST00000611725,46,809
ABCB1,46,809
PLEKHA7_ENST00000532079,46,809
VCAN_ENST00000512590,46,809
HSPA4_ENST00000617074,46,809
STK39,46,809
RAPGEF5,46,809
MAPK10_ENST00000642023,46,809
STXBP4_ENST00000434978,46,809
ATRX_ENST00000395603,46,1206
PTPRZ1_ENST00000449182,46,809
MAPK10_ENST00000641170,46,809
TEC,46,834
SLC12A2,46,809
EPS8_ENST00000647087,46,809
ADGRG4_ENST00000370652,46,809
CORIN_ENST00000504584,46,809
NRG3_ENST00000545131,46,809
APP_ENST00000359726,46,809
COL6A3_ENST00000347401,46,834
CSPP1,46,809
COL6A3,46,834
UNC5C_ENST00000506749,46,809
ADGRG4_ENST00000394141,46,809
PLD5_ENST00000442594,46,809
RASGEF1B_ENST00000638048,46,809
FGFR2_ENST00000357555,46,1923
TNKS,46,809
MEIS1_ENST00000560281,46,809
MBNL1_ENST00000545754,46,809
SSBP2,46,809
CSGALNACT1_ENST00000332246,46,809
LYST_ENST00000389794,46,809
MAPK10_ENST00000361569,46,809
TSHZ3,46,809
SGCZ_ENST00000421524,46,809
C15orf41_ENST00000643612,46,809
APP_ENST00000354192,46,809
NFIB_ENST00000397579,45,809
HACE1,45,809
SLC12A2_ENST00000628403,45,809
ZMAT4,45,809
ICA1_ENST00000422063,45,809
ZNF385B,45,807
KCTD16_ENST00000512467,45,809
HACE1_ENST00000369125,45,809
AOAH_ENST00000617537,45,809
POLA1_ENST00000611764,45,809
AFDN,45,809
PCM1,45,809
ST7,45,809
APBB2_ENST00000295974,45,809
ARL15,45,809
ZIM2,45,809
CACNA2D4_ENST00000586184,45,807
KLF12,45,809
DKK2_ENST00000510463,45,809
ST7_ENST00000393449,45,809
TSPAN9_ENST00000537971,45,809
APBB2_ENST00000506352,45,809
SRPK2,45,809
WIPF2_ENST00000585043,45,809
PPP2R5C_ENST00000328724,45,809
HHAT_ENST00000413764,45,809
WIPF2,45,809
ISPD,45,807
STAG1,45,809
WIPF2_ENST00000583130,45,809
CDK6,45,1056
MID1,45,809
UNC79_ENST00000553484,45,809
COL6A5,45,809
PDE4D_ENST00000546160,45,809
CDH23_ENST00000299366,45,809
FGFR2_ENST00000351936,45,1923
NCAM1_ENST00000529356,45,807
PRRC2C_ENST00000367742,45,807
FGFR2_ENST00000346997,45,1923
CLIP1,45,809
TNN_ENST00000621086,45,809
OXCT1,45,809
NEDD4L_ENST00000635997,45,809
SLC12A2_ENST00000343225,45,809
TRAPPC8,45,809
SAMD4A_ENST00000251091,45,809
PTPRC_ENST00000348564,45,809
FNDC3B_ENST00000423424,45,809
AFAP1,45,809
STAG1_ENST00000434713,45,809
CACNB4_ENST00000636442,45,807
SAMD4A,45,809
BAHCC1,45,807
GBE1_ENST00000489715,45,807
EPHA6_ENST00000502694,45,834
VEPH1,45,809
COBL_ENST00000632460,45,809
POLA1,45,809
CEMIP2,45,809
CFAP74,45,809
RABGAP1L_ENST00000489615,45,809
EP400_ENST00000389561,45,809
HECW2_ENST00000409111,45,809
GBE1,45,807
PLEC_ENST00000527096,45,834
ANO4_ENST00000392979,45,810
FGFR2_ENST00000369059,45,1923
AFDN_ENST00000392112,45,809
PIBF1_ENST00000615625,45,809
TRPM3_ENST00000360823,45,809
TP63_ENST00000392461,45,1069
CSPP1_ENST00000519668,45,809
AFDN_ENST00000447894,45,809
CTBP2_ENST00000411419,45,809
CACNB4_ENST00000636785,45,807
MYRIP_ENST00000425621,45,809
FUT8,45,809
DCLK2_ENST00000506325,45,809
HHAT_ENST00000541565,45,809
ICA1_ENST00000401396,45,809
ANKRD17_ENST00000509867,45,809
MYRIP_ENST00000444716,45,809
R3HDM1_ENST00000264160,45,809
HHAT_ENST00000537898,45,809
MGAT5_ENST00000281923,45,809
TRPM3_ENST00000377105,45,809
CHST9_ENST00000581714,45,809
DCLK2_ENST00000296550,45,809
SCN2A_ENST00000375427,45,834
BACH2_ENST00000343122,45,809
TNN,45,809
CLIP1_ENST00000361654,45,809
NFIB_ENST00000380959,45,809
MBNL1_ENST00000485910,45,809
DENND4A_ENST00000635620,45,809
POLA1_ENST00000379059,45,809
IL12RB2_ENST00000541374,45,809
PCDHGA10,45,807
KCNJ6,45,809
MAP2K4_ENST00000353533,45,1253
AFAP1_ENST00000358461,45,809
FGF14_ENST00000376143,45,809
ARL15_ENST00000620747,45,809
GRM3,45,813
PCM1_ENST00000519253,45,809
TMEM135,45,809
BACH2,45,809
PSME4,45,809
VEPH1_ENST00000392832,45,809
TNN_ENST00000622870,45,809
EIF4G3_ENST00000374935,45,809
STAG1_ENST00000629124,45,809
ZNF423_ENST00000563137,45,809
PIBF1,45,809
ARHGAP24_ENST00000503995,45,809
NFIB_ENST00000397581,45,809
PLEC_ENST00000356346,45,834
FAM13A_ENST00000511976,45,809
CRB1_ENST00000367399,45,809
KCNIP4_ENST00000382149,45,809
AOAH,45,809
CDH10,45,809
SPTB_ENST00000556626,45,809
ZNF423_ENST00000262383,45,809
HHAT,45,809
SPTB,45,809
CACNB4_ENST00000638005,45,807
C15orf41_ENST00000562877,45,809
AGO2_ENST00000519980,45,809
GREB1L_ENST00000424526,45,807
APBB2_ENST00000513140,45,809
STAG1_ENST00000236698,45,809
SCN2A_ENST00000283256,45,834
CTBP2_ENST00000337195,45,809
NRG1_ENST00000405005,45,809
PDE1A_ENST00000409365,45,809
UBAP2,45,809
CLIP1_ENST00000537178,45,809
GNAL,45,809
NFIB,45,809
KLHL29,45,809
PTPRC,45,809
DCLK2_ENST00000635524,45,809
MPDZ_ENST00000536827,45,809
PCM1_ENST00000327578,45,809
LILRB1_ENST00000396317,45,809
EIF4G3_ENST00000602326,45,809
USP8,45,817
CHN1_ENST00000409156,45,809
DOCK4_ENST00000494651,45,807
ATF6,45,809
MPDZ_ENST00000447879,45,809
ERG_ENST00000429727,45,1064
SAMD4A_ENST00000631086,45,809
GRHL2,45,809
MID1_ENST00000380782,45,809
IL12RB2_ENST00000544434,45,809
MSH2,45,1298
SCUBE1,45,809
ATG5_ENST00000636437,45,809
CHN1,45,809
R3HDM1_ENST00000409478,45,809
PRRC2C,45,807
ARL15_ENST00000502271,45,809
HHAT_ENST00000261458,45,809
TRAPPC8_ENST00000582539,45,809
WIPF2_ENST00000394103,45,809
CDH7,45,809
SNAP91_ENST00000521485,45,807
PDZRN3_ENST00000462146,45,809
ANO4,45,810
COL21A1_ENST00000370819,45,807
MIPEP,45,809
CLIP1_ENST00000358808,45,809
ZIM2_ENST00000599935,45,809
MYO1D_ENST00000579584,45,809
ANTXR2_ENST00000403729,45,807
ZNF423,45,809
JHY_ENST00000531316,45,809
NFIB_ENST00000637742,45,809
APBB2,45,809
AKAP9_ENST00000358100,45,834
TSPAN9,45,809
ST7_ENST00000393446,45,809
GREB1L_ENST00000269218,45,807
DCLK2,45,809
LRP2_ENST00000443831,45,809
ZIM2_ENST00000593711,45,809
AFDN_ENST00000400822,45,809
SCUBE1_ENST00000615096,45,809
FNDC3B_ENST00000421757,45,809
AOAH_ENST00000612871,45,809
N4BP2,45,809
IL12RB2,45,809
PCM1_ENST00000524226,45,809
KANK1_ENST00000382303,45,809
CTBP2_ENST00000494626,45,809
WWTR1,45,809
MYRIP_ENST00000396217,45,809
GRHL2_ENST00000646743,45,809
CACNA2D4,45,807
BACH2_ENST00000537989,45,809
STON1-GTF2A1L_ENST00000402114,45,807
PPP2R5C,45,809
IL12RB2_ENST00000371000,45,809
CDK13_ENST00000340829,45,809
UBAP2_ENST00000360802,45,809
DKK2_ENST00000513208,45,809
CAMK4,45,809
ST7_ENST00000323984,45,809
MAN1A1,45,809
EPHA6_ENST00000514100,45,834
AKAP6_ENST00000557354,45,834
VEPH1_ENST00000392833,45,809
MYRIP,45,809
RBMS1,45,809
COBL_ENST00000395540,45,809
CACNA2D4_ENST00000587995,45,807
MCTP2,45,809
ST7_ENST00000393451,45,809
ZMAT4_ENST00000315769,45,809
TP63_ENST00000392463,45,1069
LILRB1_ENST00000396315,45,809
NFIB_ENST00000397575,45,809
FGFR2,45,1923
AFDN_ENST00000351017,45,809
COBL_ENST00000441453,45,809
GRAMD1B_ENST00000638157,44,809
MYO5C,44,809
CHL1,44,809
NVL_ENST00000340871,44,809
MAPK10_ENST00000641102,44,809
DROSHA_ENST00000442743,44,817
GRHL2_ENST00000395927,44,809
ACTN2_ENST00000366578,44,809
CDH23_ENST00000442677,44,809
IRS1,44,1056
KCNAB1,44,809
COL4A6_ENST00000621266,44,809
FGFR2_ENST00000369056,44,1923
EPS8_ENST00000645775,44,809
ANKS1A,44,809
STAT1_ENST00000540176,44,809
SNAP91,44,807
KCNAB1_ENST00000389636,44,809
EGFLAM_ENST00000322350,44,809
HHAT_ENST00000367010,44,809
RFX3_ENST00000617270,44,809
INO80_ENST00000401393,44,809
COL4A6_ENST00000545689,44,809
NRG1_ENST00000521670,44,809
WWTR1_ENST00000360632,44,809
FTO_ENST00000431610,44,809
PKP4,44,809
XPR1,44,809
NTRK3_ENST00000540489,44,1122
MYPN_ENST00000540630,44,809
ACTN2_ENST00000546208,44,809
BCL11A_ENST00000489516,44,809
WWTR1_ENST00000467467,44,809
ISPD_ENST00000399310,44,807
GRM3_ENST00000439827,44,813
EPB41L2_ENST00000392427,44,809
DTNB_ENST00000405222,44,809
ATXN2_ENST00000616825,44,809
ATXN2_ENST00000550104,44,809
SNAP91_ENST00000195649,44,807
ARL13B_ENST00000303097,44,809
DTNB_ENST00000407038,44,809
STPG2,44,809
DPF3_ENST00000546183,44,807
DPF3,44,807
MAPK10_ENST00000641324,44,809
FUT8_ENST00000394586,44,809
TMCC1_ENST00000426664,44,809
ATG16L1_ENST00000373525,44,809
ATG16L1_ENST00000392020,44,809
MTUS1_ENST00000519263,44,809
EIF4G3,44,809
NCOA7_ENST00000368357,44,809
CCDC141_ENST00000443758,44,809
ATXN2,44,809
ARL15_ENST00000507646,44,809
DTNB_ENST00000407186,44,809
DOCK5,44,809
NVL_ENST00000469968,44,809
UTRN_ENST00000367526,44,809
TNC_ENST00000535648,44,809
UNC79_ENST00000393151,44,809
TMEM108,44,809
PAPPA2_ENST00000367661,44,809
PAM_ENST00000438793,44,809
BCL11A_ENST00000359629,44,809
NFATC2_ENST00000414705,44,809
NFATC2,44,809
MSH2_ENST00000645506,44,1298
PKP4_ENST00000628904,44,809
CSGALNACT1,44,809
LDLRAD3_ENST00000524419,44,809
ATXN2_ENST00000608853,44,809
FRMD3_ENST00000376438,44,809
ATG16L1_ENST00000392018,44,809
APP_ENST00000440126,44,809
TLK1_ENST00000521943,44,809
COL14A1_ENST00000309791,44,809
NFATC2_ENST00000609507,44,809
DOCK7,44,809
MAPK10_ENST00000641010,44,809
ARHGEF10_ENST00000349830,44,809
SAMSN1_ENST00000647101,44,809
IQSEC3,44,809
EPS8_ENST00000642939,44,809
SNAP91_ENST00000520213,44,807
MSRA,44,809
ANTXR2_ENST00000404191,44,807
CACNB4_ENST00000427385,44,807
DROSHA_ENST00000344624,44,817
DENND5B_ENST00000354285,44,807
EPB41L2_ENST00000368128,44,809
MSRA_ENST00000441698,44,809
ROCK2,44,809
MBNL2_ENST00000345429,44,809
EPS8_ENST00000543523,44,809
TBC1D1_ENST00000508802,44,809
FIGN,44,809
SACS_ENST00000423156,44,809
SNAP91_ENST00000521743,44,807
LSAMP_ENST00000539563,44,809
DTNA_ENST00000283365,44,809
RAD51B_ENST00000471583,44,1057
HUWE1,44,809
FGFR2_ENST00000360144,44,1923
BRINP2,44,807
C12orf42,44,809
ARSG,44,809
GABRG2_ENST00000639046,44,809
DTNB_ENST00000407661,44,809
NFATC2_ENST00000609943,44,809
FNDC1,44,809
EPB41L2_ENST00000445890,44,809
PEX5L,44,809
ATXN2_ENST00000535949,44,809
GALNTL6_ENST00000616459,44,809
ARHGAP12_ENST00000396144,44,809
SEMA3E,44,809
EHBP1_ENST00000405015,44,809
NVL_ENST00000469075,44,809
DOK6,44,809
EPS8_ENST00000644374,44,809
MITF_ENST00000448226,44,1081
CNTN1_ENST00000547849,44,809
EPS8_ENST00000281172,44,809
TNC,44,809
ARHGAP12_ENST00000375245,44,809
CSNK1G1_ENST00000635142,44,809
NOL4_ENST00000538587,44,809
C12orf42_ENST00000548883,44,809
BCL11A_ENST00000358510,44,809
EP400,44,809
EPS8,44,809
TET2,44,1546
DISC1_ENST00000628350,44,809
CTBP2_ENST00000531469,44,809
BCL11A_ENST00000356842,44,809
DTNB,44,809
HUWE1_ENST00000262854,44,809
CEP112_ENST00000535342,44,809
ZNF7_ENST00000528130,44,809
MCC_ENST00000302475,44,809
MBNL2,44,809
LDLRAD3,44,809
ARHGAP12_ENST00000375250,44,809
NFATC2_ENST00000371564,44,809
CDK6_ENST00000424848,44,1056
EPB41L2,44,809
EPB41L2_ENST00000525271,44,809
EPB41L2_ENST00000530481,44,809
FSHR_ENST00000304421,44,809
EPB41L2_ENST00000527411,44,809
EBF2,44,807
CACNB4_ENST00000201943,44,807
FOXP1_ENST00000614176,44,1088
BCL11A_ENST00000642439,44,809
NAV1,44,809
FOCAD_ENST00000338382,44,809
KNDC1,44,809
SLC44A5_ENST00000370859,44,809
SPIDR_ENST00000518074,44,809
TNC_ENST00000423613,44,809
COL4A6_ENST00000538570,44,809
MAP4K3,44,809
COL14A1,44,809
ARHGEF10_ENST00000520359,44,809
WWOX_ENST00000627394,44,809
NBEA_ENST00000537702,44,809
SACS,44,809
SI,44,809
MAP4K3_ENST00000341681,44,809
ATXN2_ENST00000542287,44,809
NAV1_ENST00000367302,44,809
SPIDR,44,809
CEP112,44,809
MBNL2_ENST00000397601,44,809
ATG16L1_ENST00000347464,44,809
SPIDR_ENST00000541342,44,809
ARHGEF10_ENST00000398564,44,809
DOCK7_ENST00000454575,44,809
MTMR3_ENST00000333027,44,809
EPB41L2_ENST00000628542,44,809
PHLDB2_ENST00000393923,44,809
ZIM2_ENST00000601070,44,809
COL4A6_ENST00000372216,44,809
DOCK7_ENST00000635253,44,809
DROSHA_ENST00000513349,44,817
SCFD2,44,809
LDLRAD3_ENST00000528989,44,809
COL4A6_ENST00000334504,44,809
BCL11A_ENST00000646249,44,809
PKP4_ENST00000389757,44,809
SNAP91_ENST00000369694,44,807
RABGAP1L_ENST00000367690,44,809
MBNL2_ENST00000343600,44,809
MYPN_ENST00000354393,44,809
FRMD3,44,809
TMEM135_ENST00000532959,44,809
FSHR,44,809
MAP2K4,44,1253
ARHGEF10,44,809
SNAP91_ENST00000520302,44,807
ARL13B_ENST00000471138,44,809
EGFLAM,44,809
DOCK7_ENST00000634264,44,809
WWOX_ENST00000355860,44,809
FBXL17_ENST00000496714,44,809
ACTN2,44,809
ADAMTSL1_ENST00000276935,44,809
CLYBL,44,809
EPS8_ENST00000647224,44,809
VTI1A_ENST00000432306,44,834
KCTD16,44,809
SEMA3E_ENST00000307792,44,809
CCDC171,44,809
COL4A6,44,809
MITF_ENST00000642352,44,1081
NECAB1,44,807
DOCK7_ENST00000340370,44,809
RFX3,44,809
FTO_ENST00000460382,44,809
ARL13B,44,809
ATXN2_ENST00000643669,44,809
NVL_ENST00000391875,44,809
EIF4G3_ENST00000634879,44,809
PCNT,44,809
TBC1D1,44,809
UNC79_ENST00000555664,44,809
DTNB_ENST00000404103,44,809
FUT8_ENST00000557164,44,809
ATG16L1,44,809
MITF,44,1081
SLC25A48_ENST00000646290,44,809
